Event,District,Nature,How Received,Date,Physical Contact,Less Lethal,Launch Projectile,Drew Less Lethal,Draw Weapon,Taser Pointed,Taser Fired,Weapon Fired,Vehicle Pursuit,Foot Pursuit,Suspect Condition,Suspect Armed,Suspect Injured,Suspect Role,Officer Injured,Officer Exposed to BBP,Suspect Gender Female,Suspect Gender Male,Suspect Age,"Suspect Race White, Non-Hispanic","Suspect Race White, Hispanic","Suspect Race AA, Non-Hispanic","Suspect Race AA, Hispanic","Suspect Race Indian/Alaskan Native, Non-Hispanic","Suspect Race Indian/Alaskan Native, Hispanic","Suspect Race Asian/Pacific Islander, Non-Hispanic","Suspect Race Asian/Pacific Islander, Hispanic"
B16-25830,2,Drugs,Officer Report,07/08/2016 11:50:00 AM,false,false,false,false,true,,,false,false,false,Normal,false,false,Arrestee,false,false,,true,22,true,,,,,,,
B16-25830,2,Drugs,Officer Report,07/08/2016 11:50:00 AM,true,false,false,false,false,,,false,false,false,Normal,false,false,Mentioned,false,false,,true,23,true,,,,,,,
B16-26061,5,Traffic Stop,Officer Report,07/08/2016 01:41:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,21,true,,,,,,,
B16-26172,3,Welfare Check,Telephone,07/09/2016 04:31:00 AM,true,false,false,false,true,,,false,false,false,Mentally Disturbed,true,false,Arrestee,false,false,,true,25,,,true,,,,,
B16-26209,4,Welfare Check,Telephone,07/09/2016 02:55:00 PM,true,false,false,false,false,,,false,false,false,Normal,false,false,Arrestee,false,false,true,,25,true,,,,,,,
B16-26375,5,Warrant Service,Telephone,07/10/2016 10:55:00 PM,true,false,false,false,true,,,false,false,false,Mentally Disturbed,true,false,Arrestee,false,false,,true,25,true,,,,,,,
B16-26466,1,Indecent Exp,Officer Report,07/11/2016 04:15:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,39,true,,,,,,,
B16-26543,1,Weapons,Telephone,07/12/2016 05:00:00 AM,false,false,false,false,true,,,false,false,false,Mentally Disturbed,true,false,Suspect,false,false,,true,59,true,,,,,,,
B16-26687,5,Domestic,Telephone,07/13/2016 03:36:00 PM,true,false,false,false,false,,,false,false,false,Normal,false,false,Suspect/Arrestee,false,false,,true,50,,,true,,,,,
B16-26701,5,Burglary,911 Line,07/13/2016 03:56:00 AM,true,false,false,false,false,,,false,false,false,Intoxicated,false,true,Arrestee,false,false,,true,27,true,,,,,,,
B16-27021,1,Drunk,911 Line,07/15/2016 03:45:00 AM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,true,,true,49,true,,,,,,,
B16-27290,3,Suspicious Activity,Telephone,07/16/2016 08:49:00 PM,true,false,false,false,false,,,false,false,true,Intoxicated,false,false,Involved,false,false,,true,19,true,,,,,,,
B16-27327,1,Weapons,911,07/17/2016 01:25:00 AM,true,false,false,false,false,,,false,false,true,Intoxicated,false,true,Arrestee,true,true,,true,27,true,,,,,,,
B16-27560,4,Service,Telephone,07/18/2016 08:36:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,35,true,,,,,,,
B16-27746,1,Assigned Detail,Telephone,07/19/2016 03:30:00 AM,false,false,false,false,true,,,false,false,false,Normal,true,false,Arrestee,false,false,,true,47,true,,,,,,,
B16-27746,1,Assigned Detail,Telephone,07/19/2016 01:00:00 AM,false,false,false,false,true,,,false,false,false,Mentally Disturbed,true,false,Mentioned,false,false,,true,31,true,,,,,,,
B16-27759,1,Welfare Check,Telephone,07/20/2016 01:29:00 AM,false,false,false,false,true,,,false,false,false,Intoxicated/Mentally Disturbed,false,false,Involved,false,false,,true,31,true,,,,,,,
B16-27826,3,Service,Telephone,07/20/2016 12:30:00 PM,false,false,false,false,true,,,false,false,false,Unknown,true,false,Arrestee,false,false,,true,38,true,,,,,,,
B16-28118,1,Theft,Telephone,07/22/2016 05:32:00 AM,false,false,false,false,true,,,false,false,false,Normal,true,false,Mentioned,false,false,,true,24,true,,,,,,,
B16-28307,4,Accident,911 Line,07/23/2016 03:08:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,true,Arrestee,false,false,,true,47,true,,,,,,,
B16-28665,1,Fight,911 Line,07/25/2016 11:50:00 PM,true,false,false,false,false,,,false,false,false,Normal,false,false,Arrestee,false,false,,true,55,true,,,,,,,
B16-28792,5,Warrant Service,Telephone,07/26/2016 10:30:00 PM,false,false,false,false,true,,,false,false,false,Normal,false,false,Arrestee,false,false,,true,29,,,true,,,,,
B16-29223,5,Robbery,911 Line,09/15/2016 04:30:00 PM,false,false,false,false,true,,,false,false,false,Normal,true,false,Suspect,false,false,,true,32,true,,,,,,,
B16-29526,5,Weapons,911 Line,08/01/2016 02:41:00 AM,false,false,false,false,true,,,false,false,false,Normal,false,false,Mentioned,false,false,true,,20,true,,,,,,,
B16-29526,5,Weapons,911 Line,08/01/2016 02:41:00 AM,false,false,false,false,true,,,false,false,false,Intoxicated,true,false,Arrestee,false,false,,true,28,true,,,,,,,
B16-29766,2,Domestic,Telephone,08/02/2016 02:28:00 PM,true,false,false,false,false,,,false,false,false,Normal,false,false,Arrestee,false,false,,true,47,true,,,,,,,
B16-30045,3,Alarm,Telephone,08/04/2016 04:59:00 AM,false,false,false,false,true,,,false,false,true,Intoxicated,false,false,Arrestee,false,false,,true,20,true,,,,,,,
B16-30056,5,Panhandling,Telephone,08/04/2016 07:11:00 AM,true,false,false,false,true,,,false,false,false,Mentally Disturbed,false,false,Arrestee,false,false,,true,31,true,,,,,,,
B16-30185,3,Suspicious Activity,Officer Report,08/04/2016 11:45:00 PM,true,false,false,false,false,,,false,false,true,Intoxicated,false,false,Arrestee,false,false,,true,22,true,,,,,,,
B16-30377,3,Assault,911 Line,08/06/2016 06:00:00 AM,false,false,false,false,true,,,false,false,false,Normal,false,false,Contact,false,false,,true,26,true,,,,,,,
B16-30377,3,Assault,911 Line,08/06/2016 06:00:00 AM,false,false,false,false,true,,,false,false,false,Normal,false,false,Arrestee,false,false,,true,27,true,,,,,,,
B16-30377,3,Assault,911 Line,08/06/2016 06:00:00 AM,false,false,false,false,true,,,false,false,false,Normal,false,false,Contact,false,false,true,,26,true,,,,,,,
B16-30377,3,Assault,911 Line,08/06/2016 06:00:00 AM,false,false,false,false,true,,,false,false,false,Normal,false,false,Arrestee,false,false,,true,49,,,true,,,,,
B16-30377,3,Assault,911 Line,08/06/2016 06:00:00 AM,false,false,false,false,true,,,false,false,false,Normal,false,false,Arrestee,false,false,true,,29,,,true,,,,,
B16-30445,5,Burglary,Telephone,08/06/2016 03:48:00 PM,false,false,false,false,true,,,false,false,false,Normal,false,false,Involved,false,false,,true,49,true,,,,,,,
B16-30587,1,Disturbance,Telephone,08/07/2016 09:00:00 PM,false,false,false,false,true,,,false,false,false,Mentally Disturbed,true,false,Involved,false,false,,true,38,true,,,,,,,
B16-30870,4,Robbery,911 Line,08/09/2016 04:03:00 PM,false,false,false,false,true,,,false,false,false,Normal,true,false,Mentioned,false,false,,true,45,,,true,,,,,
B16-31181,1,Suspicious Activity,Officer Report,08/11/2016 10:43:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,true,,43,true,,,,,,,
B16-31351,1,Fight,911 Line,08/12/2016 08:44:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,true,Arrestee,false,false,,true,19,true,,,,,,,
B16-31635,2,Welfare Check,Telephone,08/14/2016 04:45:00 PM,true,false,false,false,false,,,false,false,false,Mentally Disturbed,false,false,Involved,false,false,,true,90,,,,,,,true,
B16-31782,5,Burglary,Telephone,08/15/2016 06:02:00 PM,false,false,false,false,true,,,false,false,false,Normal,false,false,Involved,false,false,,true,25,true,,,,,,,
B16-31782,5,Burglary,Telephone,08/15/2016 06:02:00 PM,false,false,false,false,true,,,false,false,false,Normal,false,false,Involved,false,false,,true,30,true,,,,,,,
B16-31782,5,Burglary,Telephone,08/15/2016 06:02:00 PM,false,false,false,false,true,,,false,false,false,Normal,false,false,Involved,false,false,,true,27,true,,,,,,,
B16-31782,5,Burglary,Telephone,08/15/2016 06:02:00 PM,false,false,false,false,true,,,false,false,false,Normal,false,false,Involved,false,false,true,,26,true,,,,,,,
B16-31805,5,Warrant Service,Telephone,08/15/2016 09:00:00 PM,true,false,false,false,false,,,false,false,false,Normal,false,false,Arrestee,false,false,,true,39,true,,,,,,,
B16-32038,3,Weapons,911 Line,08/16/2016 10:30:00 PM,false,false,false,false,true,,,false,false,false,Normal,true,false,Victim,false,false,true,,28,,,true,,,,,
B16-32170,1,Disturbance,Telephone,08/17/2016 02:52:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,true,Arrestee,false,false,,true,58,true,,,,,,,
B16-32381,3,Warrant Service,Telephone,08/18/2016 03:30:00 PM,true,false,false,false,false,,,false,false,false,Normal,false,false,Arrestee,false,false,true,,38,true,,,,,,,
B16-32473,4,Suspicious Activity,Telephone,08/19/2016 10:00:00 PM,true,false,false,false,false,,,false,false,false,Mentally Disturbed,true,false,Suspect,false,false,,true,19,true,,,,,,,
B16-32750,2,Weapons,911 Line,08/20/2016 02:50:00 AM,false,false,false,false,true,,,false,false,false,Intoxicated,true,false,Arrestee,false,false,,true,19,true,,,,,,,
B16-32750,2,Weapons,911 Line,08/20/2016 02:50:00 AM,false,false,false,false,true,,,false,false,false,Intoxicated,true,false,Arrestee,false,false,true,,20,true,,,,,,,
B16-32750,2,Weapons,911 Line,08/20/2016 02:50:00 AM,false,false,false,false,true,,,false,false,false,Intoxicated,true,false,Involved,false,false,,true,22,true,,,,,,,
B16-32750,2,Weapons,911 Line,08/20/2016 02:50:00 AM,false,false,false,false,true,,,false,false,false,Intoxicated,true,false,Involved,false,false,,true,20,true,,,,,,,
B16-32952,,Fight,Officer Report,08/21/2016 01:30:00 AM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,22,true,,,,,,,
B16-33060,1,Fight,Officer Report,08/21/2016 04:45:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,23,,,true,,,,,
B16-33130,2,Vehicle Theft,911 Line,08/22/2016 04:33:00 AM,false,false,false,false,true,,,false,false,false,Unknown,true,false,Arrestee,false,false,,true,32,true,,,,,,,
B16-33251,5,Disturbance,911 Line,08/22/2016 11:00:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,true,false,,true,23,,,true,,,,,
B16-33267,5,Domestic,Telephone,08/23/2016 03:12:00 AM,true,false,false,false,false,,,false,false,false,Normal,false,true,Arrestee,false,false,,true,23,,,true,,,,,
B16-33297,3,Restrain Order Violence,Telephone,09/02/2016 11:00:00 AM,false,false,false,false,true,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,34,true,,,,,,,
B16-33496,3,Weapons,911 Line,08/24/2016 02:56:00 PM,false,false,false,false,true,,,false,false,false,Mentally Disturbed,true,false,Involved,false,false,,true,31,true,,,,,,,
B16-33550,2,Weapons,911 Line,08/24/2016 08:20:00 PM,false,false,false,false,true,,,false,false,false,Normal,true,false,Arrestee,false,false,,true,46,,,true,,,,,
B16-33709,4,Suspicious Activity,Telephone,08/25/2016 08:20:00 PM,true,false,false,false,false,,,false,false,true,Unknown,false,false,Arrestee,true,false,true,,26,true,,,,,,,
B16-34092,1,Drunk,Telephone,08/27/2016 11:45:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,true,Arrestee,false,false,true,,23,true,,,,,,,
B16-34435,4,Alarm,Telephone,08/30/2016 03:44:00 AM,false,false,false,false,true,,,false,false,true,Normal,true,false,Arrestee,false,false,,true,44,true,,,,,,,
B16-34659,3,Welfare Check,Telephone,08/31/2016 02:27:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,36,true,,,,,,,
B16-34714,1,Theft,Telephone,08/31/2016 08:56:00 PM,true,false,false,false,false,,,false,false,true,Intoxicated,false,false,Arrestee,false,false,,true,38,true,,,,,,,
B16-34809,1,Alarm,Telephone,09/01/2016 03:17:00 PM,true,false,false,false,false,,,false,false,true,Unknown,false,false,Arrestee,false,false,,true,33,true,,,,,,,
B16-34989,5,Service,Telephone,09/02/2016 04:39:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,CAD,false,false,,true,23,true,,,,,,,
B16-35025,5,Warrant Service,Telephone,09/02/2016 09:00:00 PM,true,false,false,false,false,,,false,false,true,Normal,false,false,Mentioned,false,false,,true,20,,,true,,,,,
B16-35025,5,Warrant Service,Telephone,09/02/2016 09:00:00 PM,false,false,false,false,true,,,false,false,false,Normal,true,false,Mentioned,false,false,,true,18,,,true,,,,,
B16-35025,5,Warrant Service,Telephone,09/02/2016 09:00:00 PM,false,false,false,false,false,,,false,false,false,Normal,false,false,Arrestee,false,false,,true,19,,,true,,,,,
B16-35058,2,Trespass,Telephone,09/03/2016 12:03:00 AM,true,false,false,false,false,,,false,false,true,Intoxicated,false,true,Arrestee,false,false,,true,19,true,,,,,,,
B16-35387,2,Sex Assault,Telephone,09/05/2016 05:40:00 AM,false,false,false,false,true,,,false,false,false,Normal,false,false,Arrestee,false,false,,true,28,true,,,,,,,
B16-35588,1,Warrant Service,Telephone,09/06/2016 01:50:00 PM,true,true,false,false,false,,,false,false,true,Unknown,false,true,Arrestee,false,true,,true,36,true,,,,,,,
B16-35629,5,Harassment,911 Line,09/06/2016 11:53:00 PM,false,true,false,false,true,,,false,false,false,Intoxicated,false,true,Arrestee,false,false,,true,50,,,true,,,,,
B16-35693,4,Disturbance,Telephone,09/07/2016 12:45:00 PM,true,false,false,false,false,,,false,false,true,Normal,false,false,Unknown,false,false,,true,,,,true,,,,,
B16-35851,4,Assault,Telephone,09/08/2016 03:08:00 PM,true,false,false,false,false,,,false,false,false,Normal,false,true,Arrestee,false,false,,true,42,true,,,,,,,
B16-36042,3,Accident LSA,Telephone,09/09/2016 04:00:00 PM,true,false,false,false,true,,,false,true,false,Intoxicated,false,false,Arrestee,false,false,,true,31,,true,,,,,,
B16-36100,1,Suspicious Activity,Officer Report,09/09/2016 09:03:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,51,true,,,,,,,
B16-36238,1,Service,911 Line,09/10/2016 04:11:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,true,Arrestee,false,false,,true,36,,,true,,,,,
B16-36268,1,Disturbance,911 Line,09/10/2016 07:39:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,true,Arrestee,false,false,true,,21,true,,,,,,,
B16-36449,4,Domestic,Telephone,09/12/2016 11:34:00 PM,false,true,false,false,false,,,false,false,true,Intoxicated,false,true,Unknown,false,false,,true,21,true,,,,,,,
B16-36605,4,Disturbance,911 Line,09/13/2016 03:25:00 AM,false,false,false,false,true,,,false,false,true,Intoxicated,false,false,Arrestee,false,false,,true,34,true,,,,,,,
B16-37121,5,Juvenile,Telephone,09/16/2016 05:43:00 PM,true,false,false,false,false,,,false,false,false,Normal,false,false,Juvenile Referral,false,false,true,,14,true,,,,,,,
B16-37220,3,Sex Assault,911 Line,09/17/2016 05:30:00 AM,false,false,false,false,true,,,false,false,false,Intoxicated,false,false,Suspect,false,false,,true,21,true,,,,,,,
B16-37621,1,Fight,Telephone,09/19/2016 08:45:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,true,Suspect,false,true,,true,55,true,,,,,,,
B16-37639,1,Suspicious Activity,Telephone,09/19/2016 11:04:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,27,true,,,,,,,
B16-37815,3,Burglary,Telephone,09/21/2016 12:45:00 AM,false,false,false,false,true,,,false,false,false,Intoxicated,true,false,Unknown,false,false,,true,36,true,,,,,,,
B16-37820,2,Domestic,Telephone,09/21/2016 03:04:00 AM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,21,true,,,,,,,
B16-38659,3,Robbery,Telephone,09/26/2016 08:05:00 PM,false,false,false,false,true,,,false,false,false,Normal,false,false,Mentioned,false,false,true,,14,,,true,,,,,
B16-38659,3,Robbery,Telephone,09/26/2016 08:05:00 PM,false,false,false,false,true,,,false,false,false,Normal,false,false,Mentioned,false,false,true,,24,,,true,,,,,
B16-38659,3,Robbery,Telephone,09/26/2016 08:05:00 PM,false,false,false,false,true,,,false,false,false,Normal,false,false,Arrestee,false,false,,true,26,,,true,,,,,
B16-38855,1,Warrant Service,Officer Report,09/28/2016 11:24:00 AM,true,false,false,false,false,,,false,false,false,Normal,false,false,Arrestee,false,false,,true,23,,,true,,,,,
B16-38896,5,Welfare Check,Telephone,09/28/2016 05:20:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,31,true,,,,,,,
B16-39014,3,Warrant Service,911 Line,09/29/2016 02:00:00 PM,true,false,false,false,false,,,false,false,true,Normal,false,true,Arrestee,false,false,true,,31,true,,,,,,,
B16-39200,1,Drunk,911 Line,10/01/2016 10:12:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Suspect,false,false,true,,25,true,,,,,,,
B16-39238,1,Suspicious Activity,911 Line,10/01/2016 01:57:00 AM,false,false,false,false,true,,,false,false,false,Intoxicated,false,false,Contact,false,false,,true,19,true,,,,,,,
B16-39405,2,Fight,Officer Report,10/03/2016 03:10:00 AM,true,false,false,false,false,,,false,false,true,Intoxicated,false,false,Arrestee,false,false,,true,19,true,,,,,,,
B16-39779,1,Indecent Exp,Officer Report,10/04/2016 06:15:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Suspect,false,false,,true,27,true,,,,,,,
B16-39846,2,Disturbance,911 Line,10/05/2016 04:04:00 AM,false,false,false,false,true,,,false,false,false,Normal,true,false,Arrestee,false,false,,true,26,,,true,,,,,
B16-39846,2,Disturbance,911 Line,10/05/2016 04:04:00 AM,false,false,false,false,true,,,false,false,false,Normal,true,false,Arrestee,false,false,,true,23,true,,,,,,,
B16-39846,2,Disturbance,911 Line,10/05/2016 04:04:00 AM,false,false,false,false,true,,,false,false,false,Normal,true,false,Arrestee,false,false,,true,22,,,true,,,,,
B16-39846,2,Disturbance,911 Line,10/05/2016 04:04:00 AM,false,false,false,false,true,,,false,false,false,Normal,true,false,Involved,false,false,,true,23,true,,,,,,,
B16-40172,4,Intoxicated,Officer Report,10/09/2016 01:15:00 AM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,20,true,,,,,,,
B16-40175,2,Suspicious Activity,911 Line,10/07/2016 02:26:00 AM,false,false,false,false,true,,,false,false,false,Normal,false,false,Arrestee,false,false,,true,23,true,,,,,,,
B16-40360,4,Weapons Call,911 Line,10/08/2016 03:47:00 AM,true,false,false,false,false,,,false,false,true,Intoxicated,false,false,Arrestee,false,false,,true,24,,,true,,,,,
B16-40579,1,Suspicious Activity,Officer Report,10/09/2016 09:05:00 PM,true,false,false,false,false,,,false,false,true,Normal,false,false,Arrestee,false,false,,true,21,,true,true,,,,,
B16-40600,4,Disturbance,911 Line,10/10/2016 01:35:00 AM,false,false,false,false,true,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,49,true,,,,,,,
B16-40857,2,Wanted Subject,Officer Report,10/11/2016 11:05:00 PM,true,false,false,false,false,,,false,false,true,Normal,false,false,Arrestee,false,false,true,,31,true,,,,,,,
B16-41004,3,Intoxicated Driver,Telephone,10/12/2016 11:12:05 PM,false,false,false,false,true,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,30,true,,,,,,,
B16-41125,1,Drunk,Telephone,10/13/2016 09:00:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee/Suspect,false,false,,true,36,,,true,,,,,
B16-41259,4,Domestic,Telephone,10/14/2016 08:41:00 PM,true,false,false,false,false,,,false,false,false,Normal,false,true,Victim,false,false,true,,38,,,true,,,,,
B16-41468,2,Assault,911 Line,10/15/2016 11:00:00 PM,true,false,false,false,false,,,false,false,true,Normal,false,false,Arrestee,true,false,,true,24,,,true,,,,,
B16-41608,2,Alarm,Telephone,10/17/2016 04:40:00 PM,false,false,false,false,true,,,false,false,false,Normal,true,false,Mentioned,false,false,,true,24,true,,,,,,,
B16-41611,1,Drunk,Telephone,10/16/2016 08:00:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,22,,,true,,,,,
B16-41690,4,Domestic,911 Line,10/17/2016 02:40:00 PM,true,false,false,false,false,,,false,false,false,Mentally Disturbed,false,true,Arrestee,false,false,,true,18,,,true,,,,,
B16-42005,1,Weapons,911 Line,10/19/2016 02:50:00 PM,true,false,false,false,true,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,33,true,,,,,,,
B16-42293,4,Welfare Check,911 Line,10/21/2016 02:13:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,true,,26,true,,,,,,,
B16-42412,5,Juvenile,911 Line,10/22/2016 10:50:00 AM,true,false,false,false,false,,,false,false,false,Normal,false,false,Juvenile Referral,true,false,,true,16,,,true,,,,,
B16-42773,5,Weapons Call,911 Line,10/24/2016 11:20:00 PM,true,false,false,false,true,,,false,false,false,Intoxicated,true,false,Suspect,false,false,,true,30,true,,,,,,,
B16-43190,4,Juvenile,911 Line,10/27/2016 07:10:00 PM,false,false,false,false,false,,,false,false,false,Mentally Disturbed,false,false,Juvenile Referred,false,false,,true,11,,,true,,,,,
B16-43190,4,JUVENILE,911 LINE,10/27/2016 08:12:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,12,,,true,,,,,
B16-44222,1,Fight,911 Line,11/02/2016 06:36:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,,true,39,true,,,,,,,
B16-44252,4,Service,911 Line,11/02/2016 11:40:00 PM,true,false,false,false,false,,,false,false,false,Intoxicated,false,false,Arrestee,false,false,true,,34,true,,,,,,,
B16-44380,3,Warrant Service,Officer Report,11/03/2016 07:37:00 PM,false,false,false,false,true,,,false,false,false,Normal,true,false,Arrestee,false,false,,true,27,,,true,,,,,
B16-44380,3,WARRANT SERVICE,OFFICER REPORT,11/03/2016 08:52:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,25,,,true,,,,,
